a	0	9.2	1792	28	0	0
a	0	9.4	1856	29	0	0
a	0	9.6	1920	30	0	0
d	0	9.6	1856	29	0	0
a	0	9.8	1920	30	0	0
a	0	10	1984	31	0	0
d	0	10.1	1920	30	0	0
a	0	10.2	1984	31	0	0
a	0	10.4	2048	32	0	0
a	0	10.6	2112	33	0	0
d	0	10.6	2048	32	0	0
a	0	10.8	2112	33	0	0
a	0	11	2176	34	0	0
d	0	11.1	2112	33	0	0
a	0	11.2	2176	34	0	0
a	0	11.4	2240	35	0	0
a	0	11.6	2304	36	0	0
d	0	11.6	2240	35	0	0
a	0	11.8	2304	36	0	0
a	0	12	2368	37	0	0
d	0	12.1	2304	36	0	0
a	0	12.2	2368	37	0	0
a	0	12.4	2432	38	0	0
a	0	12.6	2496	39	0	0
d	0	12.6	2432	38	0	0
a	0	12.8	2496	39	0	0
a	0	13	2560	40	0	0
d	0	13.1	2496	39	0	0
a	0	13.2	2560	40	0	0
a	0	13.4	2624	41	0	0
a	0	13.6	2688	42	0	0
d	0	13.6	2624	41	0	0
a	0	13.8	2688	42	0	0
a	0	14	2752	43	0	0
d	0	14.1	2688	42	0	0
a	0	14.2	2752	43	0	0
a	0	14.4	2816	44	0	0
a	0	14.6	2880	45	0	0
d	0	14.6	2816	44	0	0
a	0	14.8	2880	45	0	0
a	0	15	2944	46	0	0
d	0	15.1	2880	45	0	0
a	0	15.2	2944	46	0	0
a	0	15.4	3008	47	0	0
a	0	15.6	3072	48	0	0
d	0	15.6	3008	47	0	0
a	0	15.8	3072	48	0	0
a	0	16	3136	49	0	0
d	0	16.1	3072	48	0	0
a	0	16.2	3136	49	0	0
a	0	16.4	3200	50	0	0
a	0	16.6	3264	51	0	0
d	0	16.6	3200	50	0	0
a	0	16.8	3264	51	0	0
a	0	17	3328	52	0	0
d	0	17.1	3264	51	0	0
a	0	17.2	3328	52	0	0
a	0	17.4	3392	53	0	0
a	0	17.6	3456	54	0	0
d	0	17.6	3392	53	0	0
a	0	17.8	3456	54	0	0
a	0	18	3520	55	0	0
d	0	18.1	3456	54	0	0
a	0	18.2	3520	55	0	0
a	0	18.4	3584	56	0	0
a	0	18.6	3648	57	0	0
d	0	18.6	3584	56	0	0
a	0	18.8	3648	57	0	0
a	0	19	3712	58	0	0
d	0	19.1	3648	57	0	0
a	0	19.2	3712	58	0	0
a	0	19.4	3776	59	0	0
a	0	19.6	3840	60	0	0
d	0	19.6	3776	59	0	0
a	0	19.8	3840	60	0	0
a	0	20	3904	61	0	0
d	0	20.1	3840	60	0	0
d	0	20.6	3776	59	0	0
d	0	21.1	3712	58	0	0
d	0	21.6	3648	57	0	0
d	0	22.1	3584	56	0	0
d	0	22.6	3520	55	0	0
d	0	23.1	3456	54	0	0
d	0	23.6	3392	53	0	0
d	0	24.1	3328	52	0	0
d	0	24.6	3264	51	0	0
d	0	25.1	3200	50	0	0
d	0	25.6	3136	49	0	0
d	0	26.1	3072	48	0	0
d	0	26.6	3008	47	0	0
d	0	27.1	2944	46	0	0
d	0	27.6	2880	45	0	0
d	0	28.1	2816	44	0	0
d	0	28.6	2752	43	0	0
d	0	29.1	2688	42	0	0
d	0	29.6	2624	41	0	0
d	0	30.1	2560	40	0	0
d	0	30.6	2496	39	0	0
d	0	31.1	2432	38	0	0
d	0	31.6	2368	37	0	0
d	0	32.1	2304	36	0	0
d	0	32.6	2240	35	0	0
d	0	33.1	2176	34	0	0
d	0	33.6	2112	33	0	0
d	0	34.1	2048	32	0	0
d	0	34.6	1984	31	0	0
d	0	35.1	1920	30	0	0
d	0	35.6	1856	29	0	0
d	0	36.1	1792	28	0	0
d	0	36.6	1728	27	0	0
d	0	37.1	1664	26	0	0
d	0	37.6	1600	25	0	0
d	0	38.1	1536	24	0	0
d	0	38.6	1472	23	0	0
d	0	39.1	1408	22	0	0
d	0	39.6	1344	21	0	0
d	0	40.1	1280	20	0	0
d	0	40.6	1216	19	0	0
d	0	41.1	1152	18	0	0
d	0	41.6	1088	17	0	0
d	0	42.1	1024	16	0	0
d	0	42.6	960	15	0	0
d	0	43.1	896	14	0	0
d	0	43.6	832	13	0	0
d	0	44.1	768	12	0	0
d	0	44.6	704	11	0	0
d	0	45.1	640	10	0	0
d	0	45.6	576	9	0	0
d	0	46.1	512	8	0	0
d	0	46.6	448	7	0	0
d	0	47.1	384	6	0	0
d	0	47.6	320	5	0	0
d	0	48.1	256	4	0	0
d	0	48.6	192	3	0	0
d	0	49.1	128	2	0	0
d	0	49.6	64	1	0	0
d	0	50.1	0	0	0	0

